model,condition,seed,class_id,action,support,clean_accuracy,accuracy
stgcnpp,joint_missing_moderate,3407,54,hugging other person,274,0.983,0.2664
stgcnpp,joint_missing_moderate,3407,55,giving something to other person,276,0.9312,0.0072
stgcnpp,joint_missing_moderate,3407,56,touch other person's pocket,275,0.9394,0.04
stgcnpp,joint_missing_moderate,3407,57,handshaking,276,0.9577,0.0181
stgcnpp,joint_missing_moderate,3407,58,walking towards each other,273,0.9951,0.0586
stgcnpp,joint_missing_moderate,3407,59,walking apart from each other,276,0.9686,0.6993
stgcnpp,limb_occlusion_moderate,255,0,drink water,274,0.8637,0.5803
stgcnpp,limb_occlusion_moderate,255,1,eat meal/snack,275,0.7382,0.4545
stgcnpp,limb_occlusion_moderate,255,2,brushing teeth,273,0.8694,0.4872
stgcnpp,limb_occlusion_moderate,255,3,brushing hair,273,0.9267,0.6447
stgcnpp,limb_occlusion_moderate,255,4,drop,275,0.8848,0.6255
stgcnpp,limb_occlusion_moderate,255,5,pickup,275,0.9576,0.4436
stgcnpp,limb_occlusion_moderate,255,6,throw,275,0.9115,0.6218
stgcnpp,limb_occlusion_moderate,255,7,sitting down,273,0.9707,0.663
stgcnpp,limb_occlusion_moderate,255,8,standing up (from sitting position),273,0.9792,0.6593
stgcnpp,limb_occlusion_moderate,255,9,clapping,273,0.812,0.4432
stgcnpp,limb_occlusion_moderate,255,10,reading,273,0.5873,0.5165
stgcnpp,limb_occlusion_moderate,255,11,writing,272,0.5907,0.4301
stgcnpp,limb_occlusion_moderate,255,12,tear up paper,271,0.9139,0.5092
stgcnpp,limb_occlusion_moderate,255,13,wear jacket,275,0.983,0.6618
stgcnpp,limb_occlusion_moderate,255,14,take off jacket,276,0.9734,0.7536
stgcnpp,limb_occlusion_moderate,255,15,wear a shoe,273,0.7131,0.2308
stgcnpp,limb_occlusion_moderate,255,16,take off a shoe,274,0.7798,0.5073
stgcnpp,limb_occlusion_moderate,255,17,wear on glasses,273,0.9206,0.6923
stgcnpp,limb_occlusion_moderate,255,18,take off glasses,274,0.9526,0.7299
stgcnpp,limb_occlusion_moderate,255,19,put on a hat/cap,272,0.9681,0.614
stgcnpp,limb_occlusion_moderate,255,20,take off a hat/cap,273,0.9744,0.6484
stgcnpp,limb_occlusion_moderate,255,21,cheer up,274,0.9367,0.6058
stgcnpp,limb_occlusion_moderate,255,22,hand waving,274,0.9221,0.6387
stgcnpp,limb_occlusion_moderate,255,23,kicking something,276,0.9432,0.7717
stgcnpp,limb_occlusion_moderate,255,24,reach into pocket,274,0.8285,0.5766
stgcnpp,limb_occlusion_moderate,255,25,hopping (one foot jumping),275,0.9879,0.7818
stgcnpp,limb_occlusion_moderate,255,26,jump up,276,0.9988,0.6848
stgcnpp,limb_occlusion_moderate,255,27,make a phone call/answer phone,275,0.8933,0.5782
stgcnpp,limb_occlusion_moderate,255,28,playing with phone/tablet,275,0.7321,0.5127
stgcnpp,limb_occlusion_moderate,255,29,typing on a keyboard,275,0.7309,0.4945
stgcnpp,limb_occlusion_moderate,255,30,pointing to something with finger,276,0.7766,0.4928
stgcnpp,limb_occlusion_moderate,255,31,taking a selfie,276,0.8925,0.5761
stgcnpp,limb_occlusion_moderate,255,32,check time (from watch),276,0.8973,0.5217
stgcnpp,limb_occlusion_moderate,255,33,rub two hands together,276,0.8913,0.5652
stgcnpp,limb_occlusion_moderate,255,34,nod head/bow,276,0.9674,0.5688
stgcnpp,limb_occlusion_moderate,255,35,shake head,275,0.9467,0.5782
stgcnpp,limb_occlusion_moderate,255,36,wipe face,276,0.8829,0.4819
stgcnpp,limb_occlusion_moderate,255,37,salute,276,0.9275,0.5435
stgcnpp,limb_occlusion_moderate,255,38,put the palms together,276,0.9348,0.5797
stgcnpp,limb_occlusion_moderate,255,39,cross hands in front (say stop),276,0.936,0.3551
stgcnpp,limb_occlusion_moderate,255,40,sneeze/cough,276,0.7633,0.413
stgcnpp,limb_occlusion_moderate,255,41,staggering,276,0.9952,0.5254
stgcnpp,limb_occlusion_moderate,255,42,falling,275,0.9891,0.64
stgcnpp,limb_occlusion_moderate,255,43,touch head (headache),276,0.8164,0.4783
stgcnpp,limb_occlusion_moderate,255,44,touch chest (stomachache/heart pain),276,0.9312,0.6667
stgcnpp,limb_occlusion_moderate,255,45,touch back (backache),276,0.9312,0.7283
stgcnpp,limb_occlusion_moderate,255,46,touch neck (neckache),276,0.843,0.5362
stgcnpp,limb_occlusion_moderate,255,47,nausea or vomiting condition,275,0.8448,0.3673
stgcnpp,limb_occlusion_moderate,255,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.6145
stgcnpp,limb_occlusion_moderate,255,49,punching/slapping other person,274,0.9027,0.5109
stgcnpp,limb_occlusion_moderate,255,50,kicking other person,276,0.936,0.5688
stgcnpp,limb_occlusion_moderate,255,51,pushing other person,276,0.9601,0.6413
stgcnpp,limb_occlusion_moderate,255,52,pat on back of other person,276,0.9239,0.7536
stgcnpp,limb_occlusion_moderate,255,53,point finger at the other person,276,0.9058,0.3986
stgcnpp,limb_occlusion_moderate,255,54,hugging other person,274,0.983,0.7883
stgcnpp,limb_occlusion_moderate,255,55,giving something to other person,276,0.9312,0.5942
stgcnpp,limb_occlusion_moderate,255,56,touch other person's pocket,275,0.9394,0.7236
stgcnpp,limb_occlusion_moderate,255,57,handshaking,276,0.9577,0.6087
stgcnpp,limb_occlusion_moderate,255,58,walking towards each other,273,0.9951,0.4029
stgcnpp,limb_occlusion_moderate,255,59,walking apart from each other,276,0.9686,0.9457
stgcnpp,limb_occlusion_moderate,2026,0,drink water,274,0.8637,0.5693
stgcnpp,limb_occlusion_moderate,2026,1,eat meal/snack,275,0.7382,0.4509
stgcnpp,limb_occlusion_moderate,2026,2,brushing teeth,273,0.8694,0.4835
stgcnpp,limb_occlusion_moderate,2026,3,brushing hair,273,0.9267,0.6337
stgcnpp,limb_occlusion_moderate,2026,4,drop,275,0.8848,0.5673
stgcnpp,limb_occlusion_moderate,2026,5,pickup,275,0.9576,0.5709
stgcnpp,limb_occlusion_moderate,2026,6,throw,275,0.9115,0.5891
stgcnpp,limb_occlusion_moderate,2026,7,sitting down,273,0.9707,0.6264
stgcnpp,limb_occlusion_moderate,2026,8,standing up (from sitting position),273,0.9792,0.7912
stgcnpp,limb_occlusion_moderate,2026,9,clapping,273,0.812,0.4725
stgcnpp,limb_occlusion_moderate,2026,10,reading,273,0.5873,0.4322
stgcnpp,limb_occlusion_moderate,2026,11,writing,272,0.5907,0.4853
stgcnpp,limb_occlusion_moderate,2026,12,tear up paper,271,0.9139,0.5572
stgcnpp,limb_occlusion_moderate,2026,13,wear jacket,275,0.983,0.6982
stgcnpp,limb_occlusion_moderate,2026,14,take off jacket,276,0.9734,0.7717
stgcnpp,limb_occlusion_moderate,2026,15,wear a shoe,273,0.7131,0.4359
stgcnpp,limb_occlusion_moderate,2026,16,take off a shoe,274,0.7798,0.562
stgcnpp,limb_occlusion_moderate,2026,17,wear on glasses,273,0.9206,0.663
stgcnpp,limb_occlusion_moderate,2026,18,take off glasses,274,0.9526,0.7299
stgcnpp,limb_occlusion_moderate,2026,19,put on a hat/cap,272,0.9681,0.5368
stgcnpp,limb_occlusion_moderate,2026,20,take off a hat/cap,273,0.9744,0.6703
stgcnpp,limb_occlusion_moderate,2026,21,cheer up,274,0.9367,0.5401
stgcnpp,limb_occlusion_moderate,2026,22,hand waving,274,0.9221,0.6168
stgcnpp,limb_occlusion_moderate,2026,23,kicking something,276,0.9432,0.7391
stgcnpp,limb_occlusion_moderate,2026,24,reach into pocket,274,0.8285,0.6314
stgcnpp,limb_occlusion_moderate,2026,25,hopping (one foot jumping),275,0.9879,0.8545
stgcnpp,limb_occlusion_moderate,2026,26,jump up,276,0.9988,0.6522
stgcnpp,limb_occlusion_moderate,2026,27,make a phone call/answer phone,275,0.8933,0.5782
stgcnpp,limb_occlusion_moderate,2026,28,playing with phone/tablet,275,0.7321,0.44
stgcnpp,limb_occlusion_moderate,2026,29,typing on a keyboard,275,0.7309,0.5527
stgcnpp,limb_occlusion_moderate,2026,30,pointing to something with finger,276,0.7766,0.4964
stgcnpp,limb_occlusion_moderate,2026,31,taking a selfie,276,0.8925,0.6268
stgcnpp,limb_occlusion_moderate,2026,32,check time (from watch),276,0.8973,0.4964
stgcnpp,limb_occlusion_moderate,2026,33,rub two hands together,276,0.8913,0.4928
stgcnpp,limb_occlusion_moderate,2026,34,nod head/bow,276,0.9674,0.5725
stgcnpp,limb_occlusion_moderate,2026,35,shake head,275,0.9467,0.5891
stgcnpp,limb_occlusion_moderate,2026,36,wipe face,276,0.8829,0.4312
stgcnpp,limb_occlusion_moderate,2026,37,salute,276,0.9275,0.5217
stgcnpp,limb_occlusion_moderate,2026,38,put the palms together,276,0.9348,0.4928
stgcnpp,limb_occlusion_moderate,2026,39,cross hands in front (say stop),276,0.936,0.2862
stgcnpp,limb_occlusion_moderate,2026,40,sneeze/cough,276,0.7633,0.3551
stgcnpp,limb_occlusion_moderate,2026,41,staggering,276,0.9952,0.4746
stgcnpp,limb_occlusion_moderate,2026,42,falling,275,0.9891,0.76
stgcnpp,limb_occlusion_moderate,2026,43,touch head (headache),276,0.8164,0.4348
stgcnpp,limb_occlusion_moderate,2026,44,touch chest (stomachache/heart pain),276,0.9312,0.6957
stgcnpp,limb_occlusion_moderate,2026,45,touch back (backache),276,0.9312,0.7464
stgcnpp,limb_occlusion_moderate,2026,46,touch neck (neckache),276,0.843,0.5362
stgcnpp,limb_occlusion_moderate,2026,47,nausea or vomiting condition,275,0.8448,0.36
stgcnpp,limb_occlusion_moderate,2026,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.6291
stgcnpp,limb_occlusion_moderate,2026,49,punching/slapping other person,274,0.9027,0.5584
stgcnpp,limb_occlusion_moderate,2026,50,kicking other person,276,0.936,0.7029
stgcnpp,limb_occlusion_moderate,2026,51,pushing other person,276,0.9601,0.5942
stgcnpp,limb_occlusion_moderate,2026,52,pat on back of other person,276,0.9239,0.6739
stgcnpp,limb_occlusion_moderate,2026,53,point finger at the other person,276,0.9058,0.3696
stgcnpp,limb_occlusion_moderate,2026,54,hugging other person,274,0.983,0.8102
stgcnpp,limb_occlusion_moderate,2026,55,giving something to other person,276,0.9312,0.6232
stgcnpp,limb_occlusion_moderate,2026,56,touch other person's pocket,275,0.9394,0.7709
stgcnpp,limb_occlusion_moderate,2026,57,handshaking,276,0.9577,0.6449
stgcnpp,limb_occlusion_moderate,2026,58,walking towards each other,273,0.9951,0.5165
stgcnpp,limb_occlusion_moderate,2026,59,walking apart from each other,276,0.9686,0.7609
stgcnpp,limb_occlusion_moderate,3407,0,drink water,274,0.8637,0.5365
stgcnpp,limb_occlusion_moderate,3407,1,eat meal/snack,275,0.7382,0.4364
stgcnpp,limb_occlusion_moderate,3407,2,brushing teeth,273,0.8694,0.4835
stgcnpp,limb_occlusion_moderate,3407,3,brushing hair,273,0.9267,0.6557
stgcnpp,limb_occlusion_moderate,3407,4,drop,275,0.8848,0.5309
stgcnpp,limb_occlusion_moderate,3407,5,pickup,275,0.9576,0.4473
stgcnpp,limb_occlusion_moderate,3407,6,throw,275,0.9115,0.5818
stgcnpp,limb_occlusion_moderate,3407,7,sitting down,273,0.9707,0.7582
stgcnpp,limb_occlusion_moderate,3407,8,standing up (from sitting position),273,0.9792,0.9341
stgcnpp,limb_occlusion_moderate,3407,9,clapping,273,0.812,0.4835
stgcnpp,limb_occlusion_moderate,3407,10,reading,273,0.5873,0.5165
stgcnpp,limb_occlusion_moderate,3407,11,writing,272,0.5907,0.4963
stgcnpp,limb_occlusion_moderate,3407,12,tear up paper,271,0.9139,0.5166
stgcnpp,limb_occlusion_moderate,3407,13,wear jacket,275,0.983,0.7782
stgcnpp,limb_occlusion_moderate,3407,14,take off jacket,276,0.9734,0.7138
stgcnpp,limb_occlusion_moderate,3407,15,wear a shoe,273,0.7131,0.3993
stgcnpp,limb_occlusion_moderate,3407,16,take off a shoe,274,0.7798,0.5766
stgcnpp,limb_occlusion_moderate,3407,17,wear on glasses,273,0.9206,0.6996
stgcnpp,limb_occlusion_moderate,3407,18,take off glasses,274,0.9526,0.7372
stgcnpp,limb_occlusion_moderate,3407,19,put on a hat/cap,272,0.9681,0.6875
stgcnpp,limb_occlusion_moderate,3407,20,take off a hat/cap,273,0.9744,0.6777
stgcnpp,limb_occlusion_moderate,3407,21,cheer up,274,0.9367,0.6277
stgcnpp,limb_occlusion_moderate,3407,22,hand waving,274,0.9221,0.646
stgcnpp,limb_occlusion_moderate,3407,23,kicking something,276,0.9432,0.7645
stgcnpp,limb_occlusion_moderate,3407,24,reach into pocket,274,0.8285,0.5839
stgcnpp,limb_occlusion_moderate,3407,25,hopping (one foot jumping),275,0.9879,0.9673
stgcnpp,limb_occlusion_moderate,3407,26,jump up,276,0.9988,0.837
stgcnpp,limb_occlusion_moderate,3407,27,make a phone call/answer phone,275,0.8933,0.5891
stgcnpp,limb_occlusion_moderate,3407,28,playing with phone/tablet,275,0.7321,0.4436
stgcnpp,limb_occlusion_moderate,3407,29,typing on a keyboard,275,0.7309,0.5309
stgcnpp,limb_occlusion_moderate,3407,30,pointing to something with finger,276,0.7766,0.4928
stgcnpp,limb_occlusion_moderate,3407,31,taking a selfie,276,0.8925,0.5797
stgcnpp,limb_occlusion_moderate,3407,32,check time (from watch),276,0.8973,0.4964
stgcnpp,limb_occlusion_moderate,3407,33,rub two hands together,276,0.8913,0.5942
stgcnpp,limb_occlusion_moderate,3407,34,nod head/bow,276,0.9674,0.5652
stgcnpp,limb_occlusion_moderate,3407,35,shake head,275,0.9467,0.5782
stgcnpp,limb_occlusion_moderate,3407,36,wipe face,276,0.8829,0.4601
stgcnpp,limb_occlusion_moderate,3407,37,salute,276,0.9275,0.5072
stgcnpp,limb_occlusion_moderate,3407,38,put the palms together,276,0.9348,0.4746
stgcnpp,limb_occlusion_moderate,3407,39,cross hands in front (say stop),276,0.936,0.337
stgcnpp,limb_occlusion_moderate,3407,40,sneeze/cough,276,0.7633,0.3297
stgcnpp,limb_occlusion_moderate,3407,41,staggering,276,0.9952,0.4855
stgcnpp,limb_occlusion_moderate,3407,42,falling,275,0.9891,0.6727
stgcnpp,limb_occlusion_moderate,3407,43,touch head (headache),276,0.8164,0.4348
stgcnpp,limb_occlusion_moderate,3407,44,touch chest (stomachache/heart pain),276,0.9312,0.6848
stgcnpp,limb_occlusion_moderate,3407,45,touch back (backache),276,0.9312,0.7899
stgcnpp,limb_occlusion_moderate,3407,46,touch neck (neckache),276,0.843,0.558
stgcnpp,limb_occlusion_moderate,3407,47,nausea or vomiting condition,275,0.8448,0.3964
stgcnpp,limb_occlusion_moderate,3407,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.6255
stgcnpp,limb_occlusion_moderate,3407,49,punching/slapping other person,274,0.9027,0.4416
stgcnpp,limb_occlusion_moderate,3407,50,kicking other person,276,0.936,0.5942
stgcnpp,limb_occlusion_moderate,3407,51,pushing other person,276,0.9601,0.7029
stgcnpp,limb_occlusion_moderate,3407,52,pat on back of other person,276,0.9239,0.6993
stgcnpp,limb_occlusion_moderate,3407,53,point finger at the other person,276,0.9058,0.2319
stgcnpp,limb_occlusion_moderate,3407,54,hugging other person,274,0.983,0.8175
stgcnpp,limb_occlusion_moderate,3407,55,giving something to other person,276,0.9312,0.6159
stgcnpp,limb_occlusion_moderate,3407,56,touch other person's pocket,275,0.9394,0.68
stgcnpp,limb_occlusion_moderate,3407,57,handshaking,276,0.9577,0.6087
stgcnpp,limb_occlusion_moderate,3407,58,walking towards each other,273,0.9951,0.5714
stgcnpp,limb_occlusion_moderate,3407,59,walking apart from each other,276,0.9686,0.7717
stgcnpp,coord_noise_moderate,255,0,drink water,274,0.8637,0.0
stgcnpp,coord_noise_moderate,255,1,eat meal/snack,275,0.7382,0.0109
stgcnpp,coord_noise_moderate,255,2,brushing teeth,273,0.8694,0.0
stgcnpp,coord_noise_moderate,255,3,brushing hair,273,0.9267,0.2161
stgcnpp,coord_noise_moderate,255,4,drop,275,0.8848,0.0255
stgcnpp,coord_noise_moderate,255,5,pickup,275,0.9576,0.7455
stgcnpp,coord_noise_moderate,255,6,throw,275,0.9115,0.0909
stgcnpp,coord_noise_moderate,255,7,sitting down,273,0.9707,0.9011
stgcnpp,coord_noise_moderate,255,8,standing up (from sitting position),273,0.9792,0.4212
stgcnpp,coord_noise_moderate,255,9,clapping,273,0.812,0.0073
stgcnpp,coord_noise_moderate,255,10,reading,273,0.5873,0.0073
stgcnpp,coord_noise_moderate,255,11,writing,272,0.5907,0.0515
stgcnpp,coord_noise_moderate,255,12,tear up paper,271,0.9139,0.0
stgcnpp,coord_noise_moderate,255,13,wear jacket,275,0.983,0.7673
stgcnpp,coord_noise_moderate,255,14,take off jacket,276,0.9734,0.0471
stgcnpp,coord_noise_moderate,255,15,wear a shoe,273,0.7131,0.3883
stgcnpp,coord_noise_moderate,255,16,take off a shoe,274,0.7798,0.2737
stgcnpp,coord_noise_moderate,255,17,wear on glasses,273,0.9206,0.0073
stgcnpp,coord_noise_moderate,255,18,take off glasses,274,0.9526,0.0182
stgcnpp,coord_noise_moderate,255,19,put on a hat/cap,272,0.9681,0.0221
stgcnpp,coord_noise_moderate,255,20,take off a hat/cap,273,0.9744,0.0073
stgcnpp,coord_noise_moderate,255,21,cheer up,274,0.9367,0.1131
stgcnpp,coord_noise_moderate,255,22,hand waving,274,0.9221,0.1825
stgcnpp,coord_noise_moderate,255,23,kicking something,276,0.9432,0.2138
stgcnpp,coord_noise_moderate,255,24,reach into pocket,274,0.8285,0.0
stgcnpp,coord_noise_moderate,255,25,hopping (one foot jumping),275,0.9879,0.0036
stgcnpp,coord_noise_moderate,255,26,jump up,276,0.9988,0.0507
stgcnpp,coord_noise_moderate,255,27,make a phone call/answer phone,275,0.8933,0.0
stgcnpp,coord_noise_moderate,255,28,playing with phone/tablet,275,0.7321,0.04
stgcnpp,coord_noise_moderate,255,29,typing on a keyboard,275,0.7309,0.4255
stgcnpp,coord_noise_moderate,255,30,pointing to something with finger,276,0.7766,0.087
stgcnpp,coord_noise_moderate,255,31,taking a selfie,276,0.8925,0.3007
stgcnpp,coord_noise_moderate,255,32,check time (from watch),276,0.8973,0.0217
stgcnpp,coord_noise_moderate,255,33,rub two hands together,276,0.8913,0.0036
stgcnpp,coord_noise_moderate,255,34,nod head/bow,276,0.9674,0.5906
stgcnpp,coord_noise_moderate,255,35,shake head,275,0.9467,0.0073
stgcnpp,coord_noise_moderate,255,36,wipe face,276,0.8829,0.0
stgcnpp,coord_noise_moderate,255,37,salute,276,0.9275,0.1087
stgcnpp,coord_noise_moderate,255,38,put the palms together,276,0.9348,0.0399
stgcnpp,coord_noise_moderate,255,39,cross hands in front (say stop),276,0.936,0.0399
stgcnpp,coord_noise_moderate,255,40,sneeze/cough,276,0.7633,0.0
stgcnpp,coord_noise_moderate,255,41,staggering,276,0.9952,0.1196
stgcnpp,coord_noise_moderate,255,42,falling,275,0.9891,0.8582
stgcnpp,coord_noise_moderate,255,43,touch head (headache),276,0.8164,0.0
stgcnpp,coord_noise_moderate,255,44,touch chest (stomachache/heart pain),276,0.9312,0.163
stgcnpp,coord_noise_moderate,255,45,touch back (backache),276,0.9312,0.0362
stgcnpp,coord_noise_moderate,255,46,touch neck (neckache),276,0.843,0.0181
stgcnpp,coord_noise_moderate,255,47,nausea or vomiting condition,275,0.8448,0.48
stgcnpp,coord_noise_moderate,255,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.9818
stgcnpp,coord_noise_moderate,255,49,punching/slapping other person,274,0.9027,0.0036
stgcnpp,coord_noise_moderate,255,50,kicking other person,276,0.936,0.0
stgcnpp,coord_noise_moderate,255,51,pushing other person,276,0.9601,0.0
stgcnpp,coord_noise_moderate,255,52,pat on back of other person,276,0.9239,0.0652
stgcnpp,coord_noise_moderate,255,53,point finger at the other person,276,0.9058,0.0072
stgcnpp,coord_noise_moderate,255,54,hugging other person,274,0.983,0.6971
stgcnpp,coord_noise_moderate,255,55,giving something to other person,276,0.9312,0.0
stgcnpp,coord_noise_moderate,255,56,touch other person's pocket,275,0.9394,0.0545
stgcnpp,coord_noise_moderate,255,57,handshaking,276,0.9577,0.0109
stgcnpp,coord_noise_moderate,255,58,walking towards each other,273,0.9951,0.381
stgcnpp,coord_noise_moderate,255,59,walking apart from each other,276,0.9686,0.5217
stgcnpp,coord_noise_moderate,2026,0,drink water,274,0.8637,0.0
stgcnpp,coord_noise_moderate,2026,1,eat meal/snack,275,0.7382,0.0145
stgcnpp,coord_noise_moderate,2026,2,brushing teeth,273,0.8694,0.0
stgcnpp,coord_noise_moderate,2026,3,brushing hair,273,0.9267,0.011
stgcnpp,coord_noise_moderate,2026,4,drop,275,0.8848,0.0
stgcnpp,coord_noise_moderate,2026,5,pickup,275,0.9576,0.8364
stgcnpp,coord_noise_moderate,2026,6,throw,275,0.9115,0.0109
stgcnpp,coord_noise_moderate,2026,7,sitting down,273,0.9707,0.4396
stgcnpp,coord_noise_moderate,2026,8,standing up (from sitting position),273,0.9792,0.2344
stgcnpp,coord_noise_moderate,2026,9,clapping,273,0.812,0.0183
stgcnpp,coord_noise_moderate,2026,10,reading,273,0.5873,0.022
stgcnpp,coord_noise_moderate,2026,11,writing,272,0.5907,0.0772
stgcnpp,coord_noise_moderate,2026,12,tear up paper,271,0.9139,0.0111
stgcnpp,coord_noise_moderate,2026,13,wear jacket,275,0.983,0.9527
stgcnpp,coord_noise_moderate,2026,14,take off jacket,276,0.9734,0.1014
stgcnpp,coord_noise_moderate,2026,15,wear a shoe,273,0.7131,0.2418
stgcnpp,coord_noise_moderate,2026,16,take off a shoe,274,0.7798,0.281
stgcnpp,coord_noise_moderate,2026,17,wear on glasses,273,0.9206,0.0366
stgcnpp,coord_noise_moderate,2026,18,take off glasses,274,0.9526,0.0036
stgcnpp,coord_noise_moderate,2026,19,put on a hat/cap,272,0.9681,0.0147
stgcnpp,coord_noise_moderate,2026,20,take off a hat/cap,273,0.9744,0.0
stgcnpp,coord_noise_moderate,2026,21,cheer up,274,0.9367,0.1533
stgcnpp,coord_noise_moderate,2026,22,hand waving,274,0.9221,0.2044
stgcnpp,coord_noise_moderate,2026,23,kicking something,276,0.9432,0.0036
stgcnpp,coord_noise_moderate,2026,24,reach into pocket,274,0.8285,0.0036
