model,condition,class_id,action,support,clean_accuracy,mean_accuracy,std_accuracy,absolute_drop
stgcn,mixed_mild,15,wear a shoe,273,0.6545,0.3626,0.0,0.2918
stgcn,mixed_mild,16,take off a shoe,274,0.7798,0.5109,0.0379,0.2689
stgcn,mixed_mild,17,wear on glasses,273,0.906,0.5824,0.0854,0.3236
stgcn,mixed_mild,18,take off glasses,274,0.9343,0.6192,0.0986,0.3151
stgcn,mixed_mild,19,put on a hat/cap,272,0.9498,0.6225,0.0363,0.3272
stgcn,mixed_mild,20,take off a hat/cap,273,0.9731,0.7082,0.0819,0.265
stgcn,mixed_mild,21,cheer up,274,0.9234,0.6703,0.0459,0.253
stgcn,mixed_mild,22,hand waving,274,0.9063,0.6302,0.045,0.2762
stgcn,mixed_mild,23,kicking something,276,0.9372,0.4251,0.1052,0.5121
stgcn,mixed_mild,24,reach into pocket,274,0.8358,0.3333,0.0746,0.5024
stgcn,mixed_mild,25,hopping (one foot jumping),275,0.9879,0.7152,0.0373,0.2727
stgcn,mixed_mild,26,jump up,276,0.9964,0.8104,0.0432,0.186
stgcn,mixed_mild,27,make a phone call/answer phone,275,0.8679,0.2885,0.053,0.5794
stgcn,mixed_mild,28,playing with phone/tablet,275,0.6824,0.2909,0.0441,0.3915
stgcn,mixed_mild,29,typing on a keyboard,275,0.7515,0.6667,0.044,0.0848
stgcn,mixed_mild,30,pointing to something with finger,276,0.7585,0.5024,0.0538,0.256
stgcn,mixed_mild,31,taking a selfie,276,0.8925,0.5616,0.0131,0.3309
stgcn,mixed_mild,32,check time (from watch),276,0.8829,0.5857,0.0513,0.2971
stgcn,mixed_mild,33,rub two hands together,276,0.8829,0.3901,0.1126,0.4928
stgcn,mixed_mild,34,nod head/bow,276,0.965,0.7077,0.0182,0.2572
stgcn,mixed_mild,35,shake head,275,0.9418,0.3588,0.0929,0.583
stgcn,mixed_mild,36,wipe face,276,0.8321,0.3007,0.0659,0.5314
stgcn,mixed_mild,37,salute,276,0.9179,0.4638,0.0412,0.4541
stgcn,mixed_mild,38,put the palms together,276,0.9408,0.4155,0.0774,0.5254
stgcn,mixed_mild,39,cross hands in front (say stop),276,0.8998,0.7234,0.0587,0.1763
stgcn,mixed_mild,40,sneeze/cough,276,0.7379,0.3442,0.0254,0.3937
stgcn,mixed_mild,41,staggering,276,0.9915,0.4263,0.0729,0.5652
stgcn,mixed_mild,42,falling,275,0.9855,0.7855,0.0932,0.2
stgcn,mixed_mild,43,touch head (headache),276,0.7657,0.3333,0.0914,0.4324
stgcn,mixed_mild,44,touch chest (stomachache/heart pain),276,0.9058,0.5592,0.0566,0.3466
stgcn,mixed_mild,45,touch back (backache),276,0.9263,0.5024,0.0443,0.4239
stgcn,mixed_mild,46,touch neck (neckache),276,0.8816,0.3454,0.064,0.5362
stgcn,mixed_mild,47,nausea or vomiting condition,275,0.8509,0.6279,0.0641,0.223
stgcn,mixed_mild,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.7891,0.0599,0.137
stgcn,mixed_mild,49,punching/slapping other person,274,0.8662,0.4611,0.0497,0.4051
stgcn,mixed_mild,50,kicking other person,276,0.9167,0.2923,0.0648,0.6244
stgcn,mixed_mild,51,pushing other person,276,0.971,0.4746,0.0349,0.4964
stgcn,mixed_mild,52,pat on back of other person,276,0.942,0.6051,0.0785,0.337
stgcn,mixed_mild,53,point finger at the other person,276,0.907,0.4094,0.0761,0.4976
stgcn,mixed_mild,54,hugging other person,274,0.9757,0.7105,0.0056,0.2652
stgcn,mixed_mild,55,giving something to other person,276,0.9348,0.5,0.0854,0.4348
stgcn,mixed_mild,56,touch other person's pocket,275,0.9285,0.457,0.1496,0.4715
stgcn,mixed_mild,57,handshaking,276,0.9517,0.4481,0.1194,0.5036
stgcn,mixed_mild,58,walking towards each other,273,0.9939,0.5458,0.0911,0.4481
stgcn,mixed_mild,59,walking apart from each other,276,0.9626,0.7886,0.0703,0.1739
stgcn,joint_missing_moderate,0,drink water,274,0.8759,0.0316,0.0269,0.8443
stgcn,joint_missing_moderate,1,eat meal/snack,275,0.7394,0.0606,0.0338,0.6788
stgcn,joint_missing_moderate,2,brushing teeth,273,0.8584,0.0049,0.0056,0.8535
stgcn,joint_missing_moderate,3,brushing hair,273,0.9048,0.0159,0.0112,0.8889
stgcn,joint_missing_moderate,4,drop,275,0.8315,0.0061,0.0076,0.8255
stgcn,joint_missing_moderate,5,pickup,275,0.9527,0.3345,0.2488,0.6182
stgcn,joint_missing_moderate,6,throw,275,0.9115,0.1358,0.021,0.7758
stgcn,joint_missing_moderate,7,sitting down,273,0.9658,0.0537,0.0582,0.9121
stgcn,joint_missing_moderate,8,standing up (from sitting position),273,0.9805,0.4994,0.0486,0.4811
stgcn,joint_missing_moderate,9,clapping,273,0.7827,0.1807,0.1783,0.602
stgcn,joint_missing_moderate,10,reading,273,0.6032,0.0672,0.1163,0.536
stgcn,joint_missing_moderate,11,writing,272,0.5245,0.364,0.2137,0.1605
stgcn,joint_missing_moderate,12,tear up paper,271,0.8954,0.1205,0.0464,0.7749
stgcn,joint_missing_moderate,13,wear jacket,275,0.983,0.7733,0.196,0.2097
stgcn,joint_missing_moderate,14,take off jacket,276,0.9589,0.6232,0.1186,0.3357
stgcn,joint_missing_moderate,15,wear a shoe,273,0.6545,0.1465,0.0542,0.5079
stgcn,joint_missing_moderate,16,take off a shoe,274,0.7798,0.1363,0.1432,0.6436
stgcn,joint_missing_moderate,17,wear on glasses,273,0.906,0.1697,0.1343,0.7363
stgcn,joint_missing_moderate,18,take off glasses,274,0.9343,0.1776,0.21,0.7567
stgcn,joint_missing_moderate,19,put on a hat/cap,272,0.9498,0.0539,0.0363,0.8958
stgcn,joint_missing_moderate,20,take off a hat/cap,273,0.9731,0.3516,0.0793,0.6215
stgcn,joint_missing_moderate,21,cheer up,274,0.9234,0.0706,0.0387,0.8528
stgcn,joint_missing_moderate,22,hand waving,274,0.9063,0.0292,0.0159,0.8771
stgcn,joint_missing_moderate,23,kicking something,276,0.9372,0.029,0.0471,0.9082
stgcn,joint_missing_moderate,24,reach into pocket,274,0.8358,0.0097,0.0169,0.826
stgcn,joint_missing_moderate,25,hopping (one foot jumping),275,0.9879,0.097,0.0976,0.8909
stgcn,joint_missing_moderate,26,jump up,276,0.9964,0.2331,0.2883,0.7633
stgcn,joint_missing_moderate,27,make a phone call/answer phone,275,0.8679,0.0012,0.0021,0.8667
stgcn,joint_missing_moderate,28,playing with phone/tablet,275,0.6824,0.1648,0.1506,0.5176
stgcn,joint_missing_moderate,29,typing on a keyboard,275,0.7515,0.7115,0.1665,0.04
stgcn,joint_missing_moderate,30,pointing to something with finger,276,0.7585,0.2548,0.2096,0.5036
stgcn,joint_missing_moderate,31,taking a selfie,276,0.8925,0.3092,0.1492,0.5833
stgcn,joint_missing_moderate,32,check time (from watch),276,0.8829,0.1932,0.1555,0.6896
stgcn,joint_missing_moderate,33,rub two hands together,276,0.8829,0.0821,0.1109,0.8007
stgcn,joint_missing_moderate,34,nod head/bow,276,0.965,0.2077,0.131,0.7572
stgcn,joint_missing_moderate,35,shake head,275,0.9418,0.0133,0.0105,0.9285
stgcn,joint_missing_moderate,36,wipe face,276,0.8321,0.058,0.0973,0.7742
stgcn,joint_missing_moderate,37,salute,276,0.9179,0.035,0.0459,0.8829
stgcn,joint_missing_moderate,38,put the palms together,276,0.9408,0.0459,0.0262,0.8949
stgcn,joint_missing_moderate,39,cross hands in front (say stop),276,0.8998,0.3998,0.207,0.5
stgcn,joint_missing_moderate,40,sneeze/cough,276,0.7379,0.0085,0.0055,0.7295
stgcn,joint_missing_moderate,41,staggering,276,0.9915,0.0036,0.0063,0.9879
stgcn,joint_missing_moderate,42,falling,275,0.9855,0.0352,0.033,0.9503
stgcn,joint_missing_moderate,43,touch head (headache),276,0.7657,0.0217,0.0072,0.744
stgcn,joint_missing_moderate,44,touch chest (stomachache/heart pain),276,0.9058,0.1643,0.0435,0.7415
stgcn,joint_missing_moderate,45,touch back (backache),276,0.9263,0.0459,0.02,0.8804
stgcn,joint_missing_moderate,46,touch neck (neckache),276,0.8816,0.0097,0.0111,0.872
stgcn,joint_missing_moderate,47,nausea or vomiting condition,275,0.8509,0.4533,0.2517,0.3976
stgcn,joint_missing_moderate,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.297,0.3022,0.6291
stgcn,joint_missing_moderate,49,punching/slapping other person,274,0.8662,0.0049,0.0056,0.8613
stgcn,joint_missing_moderate,50,kicking other person,276,0.9167,0.0,0.0,0.9167
stgcn,joint_missing_moderate,51,pushing other person,276,0.971,0.0121,0.0127,0.9589
stgcn,joint_missing_moderate,52,pat on back of other person,276,0.942,0.0145,0.0192,0.9275
stgcn,joint_missing_moderate,53,point finger at the other person,276,0.907,0.0097,0.0111,0.8973
stgcn,joint_missing_moderate,54,hugging other person,274,0.9757,0.1156,0.0821,0.8601
stgcn,joint_missing_moderate,55,giving something to other person,276,0.9348,0.0097,0.0167,0.9251
stgcn,joint_missing_moderate,56,touch other person's pocket,275,0.9285,0.0558,0.0934,0.8727
stgcn,joint_missing_moderate,57,handshaking,276,0.9517,0.0097,0.0167,0.942
stgcn,joint_missing_moderate,58,walking towards each other,273,0.9939,0.0879,0.0706,0.906
stgcn,joint_missing_moderate,59,walking apart from each other,276,0.9626,0.2536,0.203,0.7089
stgcn,limb_occlusion_moderate,0,drink water,274,0.8759,0.5109,0.0239,0.365
stgcn,limb_occlusion_moderate,1,eat meal/snack,275,0.7394,0.4642,0.0389,0.2752
stgcn,limb_occlusion_moderate,2,brushing teeth,273,0.8584,0.4969,0.0202,0.3614
stgcn,limb_occlusion_moderate,3,brushing hair,273,0.9048,0.6545,0.0238,0.2503
stgcn,limb_occlusion_moderate,4,drop,275,0.8315,0.6145,0.0159,0.217
stgcn,limb_occlusion_moderate,5,pickup,275,0.9527,0.6291,0.0701,0.3236
stgcn,limb_occlusion_moderate,6,throw,275,0.9115,0.6085,0.0138,0.303
stgcn,limb_occlusion_moderate,7,sitting down,273,0.9658,0.6874,0.0392,0.2784
stgcn,limb_occlusion_moderate,8,standing up (from sitting position),273,0.9805,0.6374,0.0097,0.3431
stgcn,limb_occlusion_moderate,9,clapping,273,0.7827,0.5287,0.0275,0.254
stgcn,limb_occlusion_moderate,10,reading,273,0.6032,0.431,0.0244,0.1722
stgcn,limb_occlusion_moderate,11,writing,272,0.5245,0.4547,0.0881,0.0699
stgcn,limb_occlusion_moderate,12,tear up paper,271,0.8954,0.647,0.0341,0.2485
stgcn,limb_occlusion_moderate,13,wear jacket,275,0.983,0.7503,0.0318,0.2327
stgcn,limb_occlusion_moderate,14,take off jacket,276,0.9589,0.7488,0.0146,0.2101
stgcn,limb_occlusion_moderate,15,wear a shoe,273,0.6545,0.37,0.0194,0.2845
stgcn,limb_occlusion_moderate,16,take off a shoe,274,0.7798,0.5645,0.0662,0.2153
stgcn,limb_occlusion_moderate,17,wear on glasses,273,0.906,0.6886,0.022,0.2173
stgcn,limb_occlusion_moderate,18,take off glasses,274,0.9343,0.7056,0.0259,0.2287
stgcn,limb_occlusion_moderate,19,put on a hat/cap,272,0.9498,0.6164,0.0393,0.3333
stgcn,limb_occlusion_moderate,20,take off a hat/cap,273,0.9731,0.6044,0.0147,0.3687
stgcn,limb_occlusion_moderate,21,cheer up,274,0.9234,0.6813,0.0056,0.2421
stgcn,limb_occlusion_moderate,22,hand waving,274,0.9063,0.5925,0.0138,0.3139
stgcn,limb_occlusion_moderate,23,kicking something,276,0.9372,0.7657,0.0638,0.1715
stgcn,limb_occlusion_moderate,24,reach into pocket,274,0.8358,0.6144,0.0092,0.2214
stgcn,limb_occlusion_moderate,25,hopping (one foot jumping),275,0.9879,0.863,0.0811,0.1248
stgcn,limb_occlusion_moderate,26,jump up,276,0.9964,0.7548,0.1164,0.2415
stgcn,limb_occlusion_moderate,27,make a phone call/answer phone,275,0.8679,0.5842,0.0147,0.2836
stgcn,limb_occlusion_moderate,28,playing with phone/tablet,275,0.6824,0.48,0.0364,0.2024
stgcn,limb_occlusion_moderate,29,typing on a keyboard,275,0.7515,0.4848,0.051,0.2667
stgcn,limb_occlusion_moderate,30,pointing to something with finger,276,0.7585,0.4928,0.0226,0.2657
stgcn,limb_occlusion_moderate,31,taking a selfie,276,0.8925,0.5556,0.0021,0.337
stgcn,limb_occlusion_moderate,32,check time (from watch),276,0.8829,0.4807,0.0267,0.4022
stgcn,limb_occlusion_moderate,33,rub two hands together,276,0.8829,0.628,0.0209,0.2548
stgcn,limb_occlusion_moderate,34,nod head/bow,276,0.965,0.5676,0.037,0.3973
stgcn,limb_occlusion_moderate,35,shake head,275,0.9418,0.6291,0.0454,0.3127
stgcn,limb_occlusion_moderate,36,wipe face,276,0.8321,0.4553,0.0327,0.3768
stgcn,limb_occlusion_moderate,37,salute,276,0.9179,0.529,0.0036,0.3889
stgcn,limb_occlusion_moderate,38,put the palms together,276,0.9408,0.657,0.0312,0.2838
stgcn,limb_occlusion_moderate,39,cross hands in front (say stop),276,0.8998,0.5495,0.0544,0.3502
stgcn,limb_occlusion_moderate,40,sneeze/cough,276,0.7379,0.3889,0.0105,0.349
stgcn,limb_occlusion_moderate,41,staggering,276,0.9915,0.8611,0.0544,0.1304
stgcn,limb_occlusion_moderate,42,falling,275,0.9855,0.8824,0.0546,0.103
stgcn,limb_occlusion_moderate,43,touch head (headache),276,0.7657,0.4783,0.0332,0.2874
stgcn,limb_occlusion_moderate,44,touch chest (stomachache/heart pain),276,0.9058,0.6872,0.0151,0.2186
stgcn,limb_occlusion_moderate,45,touch back (backache),276,0.9263,0.7186,0.052,0.2077
stgcn,limb_occlusion_moderate,46,touch neck (neckache),276,0.8816,0.6196,0.031,0.2621
stgcn,limb_occlusion_moderate,47,nausea or vomiting condition,275,0.8509,0.5127,0.0489,0.3382
stgcn,limb_occlusion_moderate,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.6012,0.0138,0.3248
stgcn,limb_occlusion_moderate,49,punching/slapping other person,274,0.8662,0.5328,0.0448,0.3333
stgcn,limb_occlusion_moderate,50,kicking other person,276,0.9167,0.5314,0.0492,0.3853
stgcn,limb_occlusion_moderate,51,pushing other person,276,0.971,0.75,0.0441,0.221
stgcn,limb_occlusion_moderate,52,pat on back of other person,276,0.942,0.6461,0.0699,0.2959
stgcn,limb_occlusion_moderate,53,point finger at the other person,276,0.907,0.3792,0.0495,0.5278
stgcn,limb_occlusion_moderate,54,hugging other person,274,0.9757,0.7348,0.0256,0.2409
stgcn,limb_occlusion_moderate,55,giving something to other person,276,0.9348,0.6836,0.02,0.2512
stgcn,limb_occlusion_moderate,56,touch other person's pocket,275,0.9285,0.7345,0.0333,0.1939
stgcn,limb_occlusion_moderate,57,handshaking,276,0.9517,0.6341,0.0158,0.3176
stgcn,limb_occlusion_moderate,58,walking towards each other,273,0.9939,0.9304,0.0204,0.0635
stgcn,limb_occlusion_moderate,59,walking apart from each other,276,0.9626,0.9372,0.0055,0.0254
stgcn,coord_noise_moderate,0,drink water,274,0.8759,0.0061,0.0076,0.8698
stgcn,coord_noise_moderate,1,eat meal/snack,275,0.7394,0.097,0.1001,0.6424
stgcn,coord_noise_moderate,2,brushing teeth,273,0.8584,0.0073,0.0037,0.851
stgcn,coord_noise_moderate,3,brushing hair,273,0.9048,0.0147,0.0223,0.8901
stgcn,coord_noise_moderate,4,drop,275,0.8315,0.023,0.0258,0.8085
stgcn,coord_noise_moderate,5,pickup,275,0.9527,0.8424,0.0547,0.1103
stgcn,coord_noise_moderate,6,throw,275,0.9115,0.1879,0.0401,0.7236
stgcn,coord_noise_moderate,7,sitting down,273,0.9658,0.5275,0.2133,0.4383
stgcn,coord_noise_moderate,8,standing up (from sitting position),273,0.9805,0.7961,0.1412,0.1844
stgcn,coord_noise_moderate,9,clapping,273,0.7827,0.2625,0.1652,0.5201
stgcn,coord_noise_moderate,10,reading,273,0.6032,0.0672,0.0893,0.536
stgcn,coord_noise_moderate,11,writing,272,0.5245,0.4473,0.2692,0.0772
stgcn,coord_noise_moderate,12,tear up paper,271,0.8954,0.1169,0.0548,0.7786
stgcn,coord_noise_moderate,13,wear jacket,275,0.983,0.8764,0.1494,0.1067
stgcn,coord_noise_moderate,14,take off jacket,276,0.9589,0.5749,0.0965,0.3841
stgcn,coord_noise_moderate,15,wear a shoe,273,0.6545,0.3541,0.0188,0.3004
stgcn,coord_noise_moderate,16,take off a shoe,274,0.7798,0.2737,0.0762,0.5061
stgcn,coord_noise_moderate,17,wear on glasses,273,0.906,0.16,0.1235,0.746
stgcn,coord_noise_moderate,18,take off glasses,274,0.9343,0.0998,0.1254,0.8345
stgcn,coord_noise_moderate,19,put on a hat/cap,272,0.9498,0.0931,0.0258,0.8566
stgcn,coord_noise_moderate,20,take off a hat/cap,273,0.9731,0.2063,0.1261,0.7668
stgcn,coord_noise_moderate,21,cheer up,274,0.9234,0.2336,0.0733,0.6898
stgcn,coord_noise_moderate,22,hand waving,274,0.9063,0.1484,0.0945,0.7579
stgcn,coord_noise_moderate,23,kicking something,276,0.9372,0.1498,0.2078,0.7874
stgcn,coord_noise_moderate,24,reach into pocket,274,0.8358,0.0122,0.0117,0.8236
stgcn,coord_noise_moderate,25,hopping (one foot jumping),275,0.9879,0.103,0.0999,0.8848
stgcn,coord_noise_moderate,26,jump up,276,0.9964,0.4746,0.1992,0.5217
stgcn,coord_noise_moderate,27,make a phone call/answer phone,275,0.8679,0.0,0.0,0.8679
stgcn,coord_noise_moderate,28,playing with phone/tablet,275,0.6824,0.0727,0.0262,0.6097
stgcn,coord_noise_moderate,29,typing on a keyboard,275,0.7515,0.7345,0.1503,0.017
stgcn,coord_noise_moderate,30,pointing to something with finger,276,0.7585,0.3659,0.1538,0.3925
stgcn,coord_noise_moderate,31,taking a selfie,276,0.8925,0.1643,0.1071,0.7283
stgcn,coord_noise_moderate,32,check time (from watch),276,0.8829,0.1775,0.0474,0.7053
stgcn,coord_noise_moderate,33,rub two hands together,276,0.8829,0.0266,0.0257,0.8563
stgcn,coord_noise_moderate,34,nod head/bow,276,0.965,0.4517,0.0674,0.5133
stgcn,coord_noise_moderate,35,shake head,275,0.9418,0.0267,0.0021,0.9152
stgcn,coord_noise_moderate,36,wipe face,276,0.8321,0.0012,0.0021,0.8309
stgcn,coord_noise_moderate,37,salute,276,0.9179,0.0483,0.02,0.8696
stgcn,coord_noise_moderate,38,put the palms together,276,0.9408,0.0254,0.0261,0.9155
stgcn,coord_noise_moderate,39,cross hands in front (say stop),276,0.8998,0.5894,0.2469,0.3104
stgcn,coord_noise_moderate,40,sneeze/cough,276,0.7379,0.0169,0.0167,0.721
stgcn,coord_noise_moderate,41,staggering,276,0.9915,0.0833,0.0735,0.9082
stgcn,coord_noise_moderate,42,falling,275,0.9855,0.8364,0.0516,0.1491
stgcn,coord_noise_moderate,43,touch head (headache),276,0.7657,0.0725,0.0924,0.6932
stgcn,coord_noise_moderate,44,touch chest (stomachache/heart pain),276,0.9058,0.1715,0.0564,0.7343
stgcn,coord_noise_moderate,45,touch back (backache),276,0.9263,0.0652,0.0158,0.8611
stgcn,coord_noise_moderate,46,touch neck (neckache),276,0.8816,0.0036,0.0036,0.878
stgcn,coord_noise_moderate,47,nausea or vomiting condition,275,0.8509,0.5806,0.1864,0.2703
stgcn,coord_noise_moderate,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.6303,0.3161,0.2958
stgcn,coord_noise_moderate,49,punching/slapping other person,274,0.8662,0.1022,0.1302,0.764
stgcn,coord_noise_moderate,50,kicking other person,276,0.9167,0.0266,0.046,0.8901
stgcn,coord_noise_moderate,51,pushing other person,276,0.971,0.0048,0.0055,0.9662
stgcn,coord_noise_moderate,52,pat on back of other person,276,0.942,0.2307,0.2963,0.7114
stgcn,coord_noise_moderate,53,point finger at the other person,276,0.907,0.3973,0.3229,0.5097
stgcn,coord_noise_moderate,54,hugging other person,274,0.9757,0.2105,0.0869,0.7652
stgcn,coord_noise_moderate,55,giving something to other person,276,0.9348,0.0242,0.0418,0.9106
stgcn,coord_noise_moderate,56,touch other person's pocket,275,0.9285,0.1479,0.1296,0.7806
stgcn,coord_noise_moderate,57,handshaking,276,0.9517,0.1196,0.1651,0.8321
stgcn,coord_noise_moderate,58,walking towards each other,273,0.9939,0.5885,0.2496,0.4054
stgcn,coord_noise_moderate,59,walking apart from each other,276,0.9626,0.3865,0.4772,0.5761
stgcn,frame_missing_moderate,0,drink water,274,0.8759,0.7336,0.0312,0.1423
stgcn,frame_missing_moderate,1,eat meal/snack,275,0.7394,0.5406,0.0314,0.1988
stgcn,frame_missing_moderate,2,brushing teeth,273,0.8584,0.6923,0.016,0.1661
stgcn,frame_missing_moderate,3,brushing hair,273,0.9048,0.7668,0.0184,0.138
stgcn,frame_missing_moderate,4,drop,275,0.8315,0.7927,0.0568,0.0388
stgcn,frame_missing_moderate,5,pickup,275,0.9527,0.8521,0.02,0.1006
stgcn,frame_missing_moderate,6,throw,275,0.9115,0.84,0.0441,0.0715
stgcn,frame_missing_moderate,7,sitting down,273,0.9658,0.9121,0.0127,0.0537
stgcn,frame_missing_moderate,8,standing up (from sitting position),273,0.9805,0.9512,0.0092,0.0293
stgcn,frame_missing_moderate,9,clapping,273,0.7827,0.5971,0.0097,0.1856
stgcn,frame_missing_moderate,10,reading,273,0.6032,0.4298,0.0688,0.1734
stgcn,frame_missing_moderate,11,writing,272,0.5245,0.2145,0.0599,0.31
stgcn,frame_missing_moderate,12,tear up paper,271,0.8954,0.7823,0.0363,0.1132
stgcn,frame_missing_moderate,13,wear jacket,275,0.983,0.937,0.0076,0.0461
stgcn,frame_missing_moderate,14,take off jacket,276,0.9589,0.9227,0.02,0.0362
stgcn,frame_missing_moderate,15,wear a shoe,273,0.6545,0.3919,0.0581,0.2625
stgcn,frame_missing_moderate,16,take off a shoe,274,0.7798,0.5243,0.049,0.2555
stgcn,frame_missing_moderate,17,wear on glasses,273,0.906,0.5873,0.0495,0.3187
stgcn,frame_missing_moderate,18,take off glasses,274,0.9343,0.6861,0.0483,0.2482
stgcn,frame_missing_moderate,19,put on a hat/cap,272,0.9498,0.875,0.0265,0.0748
stgcn,frame_missing_moderate,20,take off a hat/cap,273,0.9731,0.7839,0.019,0.1893
stgcn,frame_missing_moderate,21,cheer up,274,0.9234,0.9258,0.0147,-0.0024
stgcn,frame_missing_moderate,22,hand waving,274,0.9063,0.8856,0.0076,0.0207
stgcn,frame_missing_moderate,23,kicking something,276,0.9372,0.8406,0.0641,0.0966
stgcn,frame_missing_moderate,24,reach into pocket,274,0.8358,0.6107,0.0694,0.2251
stgcn,frame_missing_moderate,25,hopping (one foot jumping),275,0.9879,0.9236,0.0131,0.0642
stgcn,frame_missing_moderate,26,jump up,276,0.9964,0.9143,0.0127,0.0821
stgcn,frame_missing_moderate,27,make a phone call/answer phone,275,0.8679,0.6436,0.0664,0.2242
stgcn,frame_missing_moderate,28,playing with phone/tablet,275,0.6824,0.3624,0.0694,0.32
stgcn,frame_missing_moderate,29,typing on a keyboard,275,0.7515,0.6982,0.0643,0.0533
stgcn,frame_missing_moderate,30,pointing to something with finger,276,0.7585,0.7923,0.0377,-0.0338
stgcn,frame_missing_moderate,31,taking a selfie,276,0.8925,0.6969,0.0797,0.1957
stgcn,frame_missing_moderate,32,check time (from watch),276,0.8829,0.7669,0.0649,0.1159
stgcn,frame_missing_moderate,33,rub two hands together,276,0.8829,0.6727,0.02,0.2101
stgcn,frame_missing_moderate,34,nod head/bow,276,0.965,0.9469,0.0055,0.0181
stgcn,frame_missing_moderate,35,shake head,275,0.9418,0.743,0.0338,0.1988
stgcn,frame_missing_moderate,36,wipe face,276,0.8321,0.628,0.0308,0.2041
stgcn,frame_missing_moderate,37,salute,276,0.9179,0.8804,0.0349,0.0374
stgcn,frame_missing_moderate,38,put the palms together,276,0.9408,0.779,0.0392,0.1618
stgcn,frame_missing_moderate,39,cross hands in front (say stop),276,0.8998,0.7355,0.0202,0.1643
stgcn,frame_missing_moderate,40,sneeze/cough,276,0.7379,0.535,0.0325,0.2029
stgcn,frame_missing_moderate,41,staggering,276,0.9915,0.7005,0.0739,0.2911
stgcn,frame_missing_moderate,42,falling,275,0.9855,0.9648,0.0207,0.0206
